tempo,setpoint,atual,velocidade
32.805,15.000000,7.080000,1.820000
33.085,15.000000,9.380000,4.190000
33.325,15.000000,6.700000,3.730000
33.595,15.000000,8.170000,2.320000
33.845,15.000000,11.120000,-14.180000
34.106,15.000000,6.440000,23.420000
34.360,15.000000,4.380000,16.570000
34.625,15.000000,4.900000,1.450000
34.895,15.000000,7.940000,-7.760000
35.148,15.000000,6.470000,19.480000
35.449,15.000000,4.850000,17.490000
35.684,15.000000,5.420000,16.730000
35.956,15.000000,5.860000,13.150000
36.235,15.000000,5.940000,20.330000
36.464,15.000000,8.740000,10.130000
36.774,15.000000,8.510000,3.670000
36.984,15.000000,12.850000,17.330000
37.264,15.000000,13.590000,12.340000
37.494,15.000000,13.110000,14.220000
37.750,15.000000,13.930000,13.450000
37.998,15.000000,13.840000,8.190000
38.255,15.000000,14.620000,0.000000
38.544,15.000000,14.610000,0.000000
38.787,15.000000,14.620000,0.000000
39.053,15.000000,14.610000,0.000000
39.298,15.000000,14.940000,0.000000
39.598,15.000000,14.890000,0.000000
39.819,15.000000,15.490000,0.000000
40.086,15.000000,15.280000,0.000000
40.310,15.000000,15.940000,-24.100000
40.563,15.000000,15.900000,4.910000
40.819,15.000000,15.100000,0.000000
41.075,15.000000,14.540000,0.000000
41.321,15.000000,14.590000,0.000000
41.573,15.000000,14.750000,0.000000
41.825,15.000000,14.450000,7.870000
42.077,15.000000,15.070000,0.000000
42.344,15.000000,15.100000,0.000000
42.608,15.000000,15.160000,0.000000
42.870,15.000000,15.030000,0.000000
43.104,15.000000,14.820000,0.000000
43.356,15.000000,15.620000,9.690000
43.647,15.000000,15.370000,0.000000
43.896,15.000000,15.270000,0.000000
44.140,15.000000,15.300000,0.000000
44.366,15.000000,15.300000,0.000000
44.616,15.000000,15.290000,0.000000
44.872,15.000000,15.270000,0.000000
45.132,10.000000,15.300000,5.020000
45.379,10.000000,14.930000,4.990000
45.639,10.000000,14.620000,9.470000
45.887,10.000000,15.950000,-1.740000
46.144,10.000000,15.950000,2.280000
46.435,10.000000,16.550000,-2.260000
46.671,10.000000,16.670000,0.240000
46.903,10.000000,15.640000,0.800000
47.170,10.000000,15.630000,0.200000
47.409,10.000000,15.650000,-0.670000
47.679,10.000000,15.640000,-0.870000
47.961,10.000000,15.630000,-1.410000
48.214,10.000000,15.960000,-2.340000
48.429,10.000000,15.970000,-2.970000
48.684,10.000000,15.960000,-3.520000
48.938,10.000000,15.700000,-3.730000
49.192,10.000000,15.680000,0.390000
49.447,10.000000,14.750000,-4.460000
49.707,10.000000,14.980000,-4.440000
49.956,10.000000,15.150000,-6.180000
50.217,10.000000,15.390000,-7.440000
50.475,10.000000,14.250000,-5.090000
50.749,10.000000,14.250000,-5.510000
51.000,10.000000,14.590000,-6.340000
51.228,10.000000,14.930000,-7.260000
51.482,10.000000,14.400000,-3.630000
51.786,10.000000,13.910000,-6.550000
52.010,10.000000,14.270000,-7.380000
52.247,10.000000,14.590000,-8.540000
52.499,10.000000,13.570000,-7.450000
52.753,10.000000,13.880000,-9.690000
53.009,10.000000,13.910000,-8.590000
53.262,10.000000,13.270000,-8.850000
53.526,10.000000,13.460000,-10.320000
53.770,10.000000,13.700000,-10.890000
54.023,10.000000,12.590000,-9.100000
54.279,10.000000,13.190000,-10.520000
54.539,10.000000,13.280000,-10.480000
54.817,10.000000,12.210000,-9.130000
55.055,10.000000,12.580000,-9.790000
55.301,10.000000,12.900000,-10.490000
55.575,10.000000,12.510000,-7.180000
55.826,10.000000,12.220000,-10.210000
56.078,10.000000,12.560000,-10.830000
56.320,10.000000,11.690000,-11.180000
56.562,10.000000,11.870000,-10.410000
56.817,10.000000,12.220000,-11.060000
57.069,10.000000,11.480000,-11.530000
57.322,10.000000,11.540000,-10.940000
57.580,10.000000,11.870000,-11.140000
57.828,10.000000,11.140000,-11.980000
58.081,10.000000,11.550000,-11.050000
58.333,10.000000,10.750000,-6.450000
58.585,10.000000,10.480000,0.000000
58.866,10.000000,10.520000,-10.070000
59.137,10.000000,10.880000,-10.560000
59.385,10.000000,10.220000,0.000000
59.633,10.000000,10.140000,0.000000
59.902,10.000000,10.180000,0.000000
60.175,15.000000,10.200000,-4.100000
60.452,15.000000,10.180000,-2.920000
60.670,15.000000,10.140000,-2.740000
60.923,15.000000,10.220000,-2.620000
61.190,15.000000,10.180000,-1.430000
61.444,15.000000,10.710000,-4.140000
61.705,15.000000,10.820000,-1.300000
61.956,15.000000,10.890000,-1.370000
62.224,15.000000,10.820000,-0.710000
62.471,15.000000,10.820000,-0.350000
62.758,15.000000,10.820000,0.100000
63.028,15.000000,10.830000,0.510000
63.279,15.000000,10.820000,0.960000
63.525,15.000000,10.930000,0.910000
63.779,15.000000,10.850000,1.380000
64.059,15.000000,10.820000,2.560000
64.345,15.000000,10.860000,3.040000
64.554,15.000000,10.890000,3.010000
64.829,15.000000,10.880000,3.110000
65.078,15.000000,10.860000,3.570000
65.349,15.000000,10.690000,5.710000
65.643,15.000000,11.190000,1.540000
65.887,15.000000,11.220000,5.130000
66.121,15.000000,11.180000,5.540000
66.397,15.000000,11.070000,6.510000
66.681,15.000000,10.840000,6.760000
66.933,15.000000,11.130000,3.330000
67.182,15.000000,11.560000,6.070000
67.438,15.000000,11.590000,6.680000
67.689,15.000000,11.560000,7.190000
67.957,15.000000,11.700000,7.260000
68.214,15.000000,11.540000,7.470000
68.469,15.000000,11.360000,9.450000
68.738,15.000000,11.410000,9.060000
68.990,15.000000,12.250000,8.110000
69.242,15.000000,11.560000,8.800000
69.496,15.000000,12.570000,9.390000
69.747,15.000000,12.570000,8.170000
70.007,15.000000,12.250000,10.360000
70.289,15.000000,12.980000,8.760000
70.502,15.000000,12.930000,8.770000
70.767,15.000000,12.570000,9.010000
71.024,15.000000,12.990000,6.300000
71.265,15.000000,13.050000,5.950000
71.524,15.000000,12.640000,11.080000
71.761,15.000000,13.460000,5.700000
72.015,15.000000,13.620000,8.940000
72.266,15.000000,13.280000,9.800000
72.537,15.000000,13.720000,4.860000
72.817,15.000000,13.960000,9.050000
73.042,15.000000,14.660000,0.000000
73.333,15.000000,14.630000,0.000000
73.595,15.000000,14.620000,0.000000
73.817,15.000000,13.540000,9.910000
74.100,15.000000,14.620000,0.000000
74.352,15.000000,14.620000,0.000000
74.605,15.000000,14.620000,0.000000
74.854,15.000000,14.620000,0.000000
75.101,10.000000,14.600000,3.090000
75.356,10.000000,14.630000,2.520000
75.606,10.000000,14.650000,2.080000
75.859,10.000000,14.420000,2.680000
76.112,10.000000,14.260000,1.660000
76.367,10.000000,14.080000,1.220000
76.618,10.000000,13.940000,0.740000
76.872,10.000000,13.940000,0.790000
77.158,10.000000,13.940000,0.010000
77.376,10.000000,13.940000,-0.020000
77.651,10.000000,14.120000,-0.480000
77.909,10.000000,14.330000,-4.460000
78.137,10.000000,14.520000,-1.540000
78.419,10.000000,14.390000,1.090000
78.675,10.000000,14.060000,0.620000
78.905,10.000000,14.200000,-3.890000
79.156,10.000000,14.240000,-3.260000
79.415,10.000000,14.590000,-4.160000
79.656,10.000000,14.620000,-4.580000
79.932,10.000000,14.350000,-5.050000
80.165,10.000000,13.560000,-3.820000
80.426,10.000000,13.720000,-5.870000
80.674,10.000000,13.930000,-5.320000
80.942,10.000000,14.270000,-7.270000
81.212,10.000000,13.450000,-0.570000
81.432,10.000000,13.240000,-6.810000
81.718,10.000000,13.260000,-6.340000
81.965,10.000000,13.570000,-6.670000
82.211,10.000000,13.450000,-3.100000
82.463,10.000000,12.780000,-7.580000
82.720,10.000000,13.140000,-8.630000
82.953,10.000000,13.390000,-8.890000
83.210,10.000000,12.500000,-8.250000
83.467,10.000000,12.570000,-7.410000
83.713,10.000000,12.910000,-8.020000
83.966,10.000000,12.940000,-8.340000
84.221,10.000000,12.360000,-11.420000
84.474,10.000000,12.320000,-10.410000
84.734,10.000000,12.730000,-10.290000
85.001,10.000000,11.900000,-8.100000
85.266,10.000000,12.160000,-9.690000
85.511,10.000000,12.360000,-10.140000
85.761,10.000000,12.170000,-13.560000
85.992,10.000000,11.880000,-8.460000
86.248,10.000000,11.910000,-9.030000
86.525,10.000000,11.900000,-9.560000
86.782,10.000000,11.680000,-13.450000
87.028,10.000000,11.700000,-12.750000
87.269,10.000000,10.970000,-9.760000
87.513,10.000000,11.130000,-8.530000
87.769,10.000000,11.220000,-9.470000
88.031,10.000000,10.500000,0.000000
88.285,10.000000,10.510000,-8.360000
88.562,10.000000,10.860000,-8.530000
88.817,10.000000,10.820000,-8.520000
89.064,10.000000,10.180000,0.000000
89.332,10.000000,10.220000,0.000000
89.582,10.000000,10.160000,0.000000
89.846,10.000000,10.180000,0.000000
90.120,10.000000,10.220000,0.000000
90.400,15.000000,10.160000,-1.790000
90.660,15.000000,10.140000,-1.580000
90.932,15.000000,10.200000,-1.490000
91.176,15.000000,10.220000,-1.000000
91.425,15.000000,10.140000,-0.060000
91.674,15.000000,10.250000,0.360000
91.941,15.000000,10.140000,1.000000
92.195,15.000000,10.140000,1.430000
92.468,15.000000,10.200000,1.530000
92.715,15.000000,10.180000,2.700000
92.984,15.000000,10.140000,2.940000
93.240,15.000000,10.220000,3.010000
93.502,15.000000,9.900000,4.240000
93.756,15.000000,9.790000,4.880000
94.048,15.000000,10.880000,4.480000
94.312,15.000000,10.900000,4.470000
94.557,15.000000,10.550000,5.020000
94.819,15.000000,10.150000,7.720000
95.088,15.000000,10.400000,2.620000
95.335,15.000000,11.240000,5.630000
95.588,15.000000,11.080000,7.710000
95.856,15.000000,10.900000,6.810000
96.119,15.000000,10.900000,7.580000
96.372,15.000000,10.560000,8.090000
96.632,15.000000,10.490000,8.970000
96.884,15.000000,11.290000,10.420000
97.140,15.000000,11.760000,8.230000
97.393,15.000000,11.630000,9.880000
97.644,15.000000,11.840000,5.580000
97.901,15.000000,12.250000,8.660000
98.173,15.000000,12.230000,8.960000
98.405,15.000000,12.570000,8.850000
98.651,15.000000,12.590000,8.720000
98.932,15.000000,12.240000,9.800000
99.200,15.000000,13.240000,4.610000
99.442,15.000000,12.900000,9.460000
99.682,15.000000,12.580000,10.070000
99.930,15.000000,13.060000,5.390000
100.184,15.000000,13.240000,9.700000
100.435,15.000000,12.900000,10.290000
100.690,15.000000,13.630000,5.640000
100.940,15.000000,13.590000,9.490000
101.195,15.000000,13.260000,10.350000
101.447,15.000000,14.250000,5.430000
101.711,15.000000,13.930000,11.130000
101.955,15.000000,13.740000,11.310000
102.231,15.000000,14.620000,0.000000
102.526,15.000000,14.620000,0.000000
102.749,15.000000,14.610000,0.000000
102.995,15.000000,14.590000,0.000000
103.242,15.000000,14.620000,0.000000
103.534,15.000000,14.610000,0.000000
103.791,15.000000,14.610000,0.000000
104.025,15.000000,14.620000,0.000000
104.286,15.000000,14.600000,0.000000
104.548,15.000000,14.610000,0.000000
104.802,15.000000,14.590000,0.000000
105.054,15.000000,14.610000,0.000000
105.310,10.000000,14.590000,2.930000
105.560,10.000000,14.590000,3.000000
105.813,10.000000,14.320000,3.880000
106.066,10.000000,14.270000,2.020000
106.329,10.000000,14.250000,2.030000
106.605,10.000000,13.980000,1.910000
106.827,10.000000,13.930000,1.190000
107.079,10.000000,13.950000,1.210000
107.346,10.000000,14.200000,0.530000
107.611,10.000000,15.000000,-0.890000
107.859,10.000000,15.040000,-1.770000
108.093,10.000000,14.200000,-0.930000
108.348,10.000000,13.950000,-1.310000
108.603,10.000000,13.940000,3.360000
108.852,10.000000,13.930000,-1.810000
109.125,10.000000,14.000000,-2.290000
109.367,10.000000,13.930000,-2.770000
109.619,10.000000,14.270000,-3.460000
109.907,10.000000,14.430000,-5.520000
110.160,10.000000,14.620000,-4.680000
110.399,10.000000,14.590000,-5.110000
110.627,10.000000,13.570000,-4.350000
110.899,10.000000,13.650000,-5.620000
111.135,10.000000,13.930000,-5.430000
111.389,10.000000,13.930000,-5.880000
111.652,10.000000,13.430000,-5.700000
111.901,10.000000,13.220000,-5.810000
112.155,10.000000,13.430000,-7.190000
112.408,10.000000,13.590000,-6.840000
112.657,10.000000,12.560000,-1.410000
112.910,10.000000,12.560000,-6.330000
113.203,10.000000,13.240000,-7.040000
113.422,10.000000,13.400000,-9.470000
113.672,10.000000,12.490000,-11.790000
113.952,10.000000,12.560000,-7.130000
114.194,10.000000,12.900000,-8.140000
114.430,10.000000,12.300000,-4.240000
114.682,10.000000,12.210000,-7.840000
114.959,10.000000,12.560000,-9.620000
115.195,10.000000,12.580000,-8.730000
115.445,10.000000,12.560000,-8.960000
115.696,10.000000,12.210000,-8.800000
115.948,10.000000,12.170000,-10.130000
116.202,10.000000,11.530000,-4.560000
116.457,10.000000,11.690000,-9.910000
116.708,10.000000,11.870000,-9.140000
116.961,10.000000,10.890000,-8.510000
117.217,10.000000,10.860000,-8.570000
117.481,10.000000,12.020000,-15.490000
117.749,10.000000,11.340000,-9.410000
117.967,10.000000,10.810000,-10.090000
118.235,10.000000,10.630000,-5.320000
118.492,10.000000,10.480000,0.000000
118.765,10.000000,10.200000,0.000000
119.005,10.000000,10.220000,0.000000
119.262,10.000000,10.160000,0.000000
119.522,10.000000,10.180000,0.000000
119.795,10.000000,10.240000,0.000000
120.062,10.000000,10.180000,0.000000
120.338,15.000000,10.310000,-5.820000
120.596,15.000000,10.410000,-1.720000
120.843,15.000000,10.140000,-1.110000
121.094,15.000000,10.140000,-0.680000
121.394,15.000000,10.140000,-0.150000
121.628,15.000000,10.250000,0.210000
121.898,15.000000,10.240000,0.730000
122.126,15.000000,10.160000,1.270000
122.394,15.000000,10.240000,1.380000
122.648,15.000000,10.200000,2.580000
122.916,15.000000,10.140000,2.850000
123.169,15.000000,10.820000,2.390000
123.440,15.000000,10.160000,4.130000
123.692,15.000000,10.160000,4.300000
123.960,15.000000,10.970000,5.350000
124.220,15.000000,10.910000,3.940000
124.483,15.000000,10.870000,4.460000
124.745,15.000000,10.480000,6.030000
125.028,15.000000,11.360000,0.720000
125.278,15.000000,11.670000,6.270000
125.551,15.000000,11.390000,6.630000
125.777,15.000000,10.860000,6.470000
126.054,15.000000,11.940000,5.930000
126.300,15.000000,11.870000,6.730000
126.551,15.000000,11.620000,8.070000
126.820,15.000000,11.390000,9.120000
127.071,15.000000,12.210000,6.970000
127.354,15.000000,12.210000,7.250000
127.598,15.000000,11.670000,9.600000
127.843,15.000000,12.570000,7.490000
128.098,15.000000,12.510000,7.650000
128.347,15.000000,12.080000,9.580000
128.602,15.000000,12.970000,4.280000
128.890,15.000000,12.850000,8.940000
129.160,15.000000,12.760000,4.970000
129.360,15.000000,13.580000,3.450000
129.618,15.000000,13.240000,8.320000
129.873,15.000000,12.840000,10.490000
130.116,15.000000,13.040000,5.480000
130.376,15.000000,13.610000,8.480000
130.627,15.000000,13.250000,9.110000
130.879,15.000000,13.460000,4.260000
131.129,15.000000,13.940000,8.610000
131.419,15.000000,13.600000,8.990000
131.661,15.000000,14.610000,0.000000
131.888,15.000000,14.620000,0.000000
132.162,15.000000,14.620000,0.000000
132.429,15.000000,14.620000,0.000000
132.667,15.000000,14.620000,0.000000
132.930,15.000000,14.630000,0.000000
133.205,15.000000,14.620000,0.000000
133.462,15.000000,14.600000,0.000000
133.717,15.000000,14.620000,0.000000
133.960,15.000000,14.600000,0.000000
134.216,15.000000,14.630000,0.000000
134.482,15.000000,14.620000,0.000000
134.730,15.000000,14.630000,0.000000
134.985,15.000000,14.620000,0.000000
135.240,15.000000,14.620000,0.000000
135.516,10.000000,14.600000,2.030000
135.745,10.000000,14.600000,1.580000
136.025,10.000000,14.560000,1.120000
136.281,10.000000,14.370000,0.590000
136.502,10.000000,14.270000,0.680000
136.790,10.000000,14.270000,0.120000
137.035,10.000000,14.290000,0.110000
137.261,10.000000,14.290000,-0.670000
137.513,10.000000,14.260000,-1.060000
137.775,10.000000,14.280000,-1.510000
138.033,10.000000,14.280000,-2.280000
138.274,10.000000,14.540000,-3.680000
138.539,10.000000,14.650000,-2.850000
138.810,10.000000,14.590000,-3.570000
139.053,10.000000,13.600000,2.020000
139.304,10.000000,13.580000,-3.630000
139.564,10.000000,13.750000,-4.940000
139.815,10.000000,13.930000,-4.470000
140.070,10.000000,13.480000,0.230000
140.332,10.000000,12.910000,-3.950000
140.556,10.000000,13.250000,-4.290000
140.817,10.000000,13.250000,-5.250000
141.068,10.000000,13.600000,-5.670000
141.317,10.000000,13.590000,-5.690000
141.572,10.000000,12.580000,-0.640000
141.828,10.000000,12.550000,-5.140000
142.082,10.000000,13.030000,-7.210000
142.341,10.000000,13.260000,-6.830000
142.595,10.000000,12.440000,-2.970000
142.860,10.000000,12.230000,-6.230000
143.089,10.000000,12.570000,-6.850000
143.369,10.000000,12.900000,-8.210000
143.622,10.000000,11.890000,-2.260000
143.848,10.000000,12.170000,-8.160000
144.130,10.000000,12.730000,-8.990000
144.381,10.000000,12.150000,-4.270000
144.611,10.000000,11.550000,-7.370000
144.858,10.000000,11.870000,-7.220000
145.111,10.000000,12.210000,-8.160000
145.367,10.000000,12.030000,-8.410000
145.632,10.000000,11.530000,-7.420000
145.868,10.000000,11.890000,-8.360000
146.144,10.000000,10.840000,-3.450000
146.404,10.000000,11.210000,-7.810000
146.625,10.000000,11.550000,-8.410000
146.923,10.000000,10.980000,-5.190000
147.173,10.000000,10.860000,-7.470000
147.399,10.000000,11.070000,-8.960000
147.650,10.000000,11.170000,-8.030000
147.901,10.000000,10.220000,0.000000
148.167,10.000000,10.180000,0.000000
148.439,10.000000,10.140000,0.000000
148.712,10.000000,10.180000,0.000000
148.982,10.000000,10.240000,0.000000
149.225,10.000000,10.180000,0.000000
149.489,10.000000,10.160000,0.000000
149.763,10.000000,10.200000,0.000000
150.027,10.000000,10.200000,0.000000
150.303,10.000000,10.160000,0.000000
150.572,15.000000,10.140000,-0.910000
150.807,15.000000,10.140000,-0.740000
151.093,15.000000,10.240000,-0.330000
151.353,15.000000,10.140000,0.260000
151.587,15.000000,10.140000,0.720000
151.872,15.000000,10.150000,1.260000
152.133,15.000000,10.190000,1.380000
152.360,15.000000,10.220000,2.210000
152.633,15.000000,10.150000,2.770000
152.882,15.000000,10.220000,2.790000
153.162,15.000000,10.180000,4.150000
153.402,15.000000,11.200000,3.120000
153.674,15.000000,11.220000,3.000000
153.929,15.000000,11.240000,3.440000
154.199,15.000000,10.870000,4.260000
154.447,15.000000,10.740000,4.780000
154.715,15.000000,10.510000,6.260000
155.000,15.000000,11.540000,5.400000
155.221,15.000000,11.280000,6.480000
155.493,15.000000,11.230000,5.890000
155.767,15.000000,11.230000,6.270000
156.022,15.000000,11.080000,8.370000
156.278,15.000000,11.480000,5.810000
156.569,15.000000,11.190000,8.220000
156.788,15.000000,12.210000,6.980000
157.041,15.000000,12.150000,8.560000
157.302,15.000000,11.550000,8.390000
157.549,15.000000,12.560000,7.560000
157.821,15.000000,12.370000,9.200000
158.069,15.000000,12.230000,8.460000
158.319,15.000000,12.900000,8.300000
158.581,15.000000,12.900000,8.160000
158.865,15.000000,12.730000,9.420000
159.092,15.000000,13.460000,9.550000
159.371,15.000000,13.270000,7.950000
159.637,15.000000,12.900000,9.320000
159.864,15.000000,13.660000,5.150000
160.134,15.000000,13.590000,8.610000
160.361,15.000000,13.380000,5.780000
160.637,15.000000,14.300000,3.120000
160.870,15.000000,13.910000,8.460000
161.122,15.000000,13.590000,9.060000
161.379,15.000000,14.630000,0.000000
161.644,15.000000,14.620000,0.000000
161.899,15.000000,14.630000,0.000000
162.161,15.000000,14.620000,0.000000
162.416,15.000000,14.630000,0.000000
162.695,15.000000,14.630000,0.000000
162.975,15.000000,14.630000,0.000000
163.243,15.000000,14.620000,0.000000
163.486,15.000000,14.760000,0.000000
163.715,15.000000,13.510000,10.130000
163.998,15.000000,14.580000,0.000000
164.245,15.000000,14.620000,0.000000
164.511,15.000000,14.600000,0.000000
164.767,15.000000,14.610000,0.000000
165.021,15.000000,14.600000,0.000000
165.275,15.000000,14.260000,8.650000
165.545,10.000000,13.870000,3.050000
165.778,10.000000,15.280000,1.620000
166.028,10.000000,15.290000,0.450000
166.280,10.000000,15.000000,1.780000
166.533,10.000000,14.930000,0.210000
166.783,10.000000,14.930000,0.060000
167.061,10.000000,14.970000,-0.760000
167.291,10.000000,14.930000,-1.200000
167.557,10.000000,14.930000,-1.740000
167.822,10.000000,15.020000,-2.390000
168.057,10.000000,13.960000,2.590000
168.343,10.000000,13.940000,2.620000
168.565,10.000000,13.940000,-2.370000
168.815,10.000000,13.910000,-2.730000
169.068,10.000000,14.280000,-3.610000
169.324,10.000000,14.270000,-4.250000
169.576,10.000000,14.600000,-4.770000
169.832,10.000000,14.710000,-5.650000
170.089,10.000000,13.600000,-4.480000
170.338,10.000000,13.710000,-5.770000
170.596,10.000000,13.910000,-5.220000
170.891,10.000000,14.210000,-7.070000
171.100,10.000000,13.450000,-10.370000
171.388,10.000000,13.250000,-5.820000
171.638,10.000000,13.590000,-6.540000
171.866,10.000000,13.890000,-8.520000
172.142,10.000000,12.570000,-6.080000
172.367,10.000000,12.910000,-6.740000
172.630,10.000000,13.250000,-7.150000
172.876,10.000000,12.230000,-1.930000
173.127,10.000000,12.570000,-7.170000
173.386,10.000000,12.870000,-9.400000
173.637,10.000000,12.910000,-8.110000
173.922,10.000000,12.220000,-4.230000
174.151,10.000000,12.850000,-10.140000
174.415,10.000000,12.560000,-8.550000
174.677,10.000000,11.810000,-9.040000
174.908,10.000000,12.010000,-9.510000
175.189,10.000000,12.230000,-8.820000
175.416,10.000000,11.160000,-7.410000
175.689,10.000000,11.550000,-8.400000
175.926,10.000000,11.870000,-8.530000
176.170,10.000000,10.880000,-8.220000
176.416,10.000000,11.270000,-9.870000
176.670,10.000000,11.530000,-8.890000
176.928,10.000000,11.140000,-5.280000
177.177,10.000000,10.860000,-8.330000
177.436,10.000000,11.210000,-8.810000
177.676,10.000000,10.840000,-5.590000
177.982,10.000000,10.520000,-8.200000
178.218,10.000000,10.640000,-9.840000
178.488,10.000000,10.840000,-9.040000
178.716,10.000000,10.250000,0.000000
178.986,10.000000,9.870000,0.000000
179.263,10.000000,9.850000,0.000000
179.530,10.000000,9.800000,0.000000
179.766,10.000000,9.840000,0.000000
180.051,10.000000,9.870000,0.000000
180.330,10.000000,9.840000,0.000000
180.562,15.000000,9.770000,-1.060000
180.848,15.000000,9.790000,-1.260000
181.073,15.000000,9.840000,-0.450000
181.344,15.000000,9.800000,-0.190000
181.592,15.000000,9.800000,0.340000
181.861,15.000000,9.900000,0.770000
182.133,15.000000,9.900000,1.280000
182.389,15.000000,9.790000,1.960000
182.658,15.000000,9.810000,2.470000
182.924,15.000000,9.900000,2.910000
183.147,15.000000,10.840000,2.320000
183.436,15.000000,10.840000,3.090000
183.707,15.000000,10.860000,3.110000
