tempo_s,setpoint_cm,distancia_cm,rpm
116.132,10.0,9.89,0.35
116.233,10.0,9.89,0.35
116.334,10.0,9.9,0.35
116.435,10.0,9.89,0.36
116.536,10.0,9.89,0.36
116.637,10.0,9.89,0.37
116.738,10.0,9.89,0.37
116.839,10.0,9.89,0.37
116.94,10.0,9.89,0.38
117.041,10.0,9.89,0.39
117.142,10.0,9.89,0.39
117.243,10.0,9.89,0.4
117.344,10.0,9.89,0.4
117.445,10.0,9.89,0.4
117.548,10.0,9.89,0.41
117.649,10.0,9.89,0.41
117.75,10.0,9.89,0.42
117.851,10.0,9.89,0.42
117.952,10.0,9.9,0.42
118.053,10.0,9.89,0.42
118.154,10.0,9.89,0.43
118.255,10.0,9.89,0.44
118.356,10.0,9.89,0.44
118.457,10.0,9.89,0.45
118.558,10.0,9.89,0.45
118.659,10.0,9.89,0.46
118.76,10.0,9.89,0.46
118.861,10.0,9.88,0.47
118.962,10.0,9.88,0.48
119.063,10.0,9.88,0.48
119.164,10.0,9.88,0.49
119.265,10.0,9.88,0.5
119.366,10.0,9.88,0.5
119.467,10.0,9.88,0.51
119.568,10.0,9.88,0.52
119.669,10.0,9.88,0.52
119.77,10.0,9.88,0.53
119.871,10.0,9.88,0.53
119.972,10.0,9.88,0.54
120.073,10.0,9.87,0.54
120.174,10.0,9.88,0.54
120.275,10.0,9.88,0.54
120.376,10.0,9.88,0.55
120.477,10.0,9.88,0.56
120.578,10.0,9.88,0.56
120.679,10.0,9.88,0.56
120.78,10.0,9.88,0.56
120.881,10.0,9.88,0.57
120.982,10.0,9.88,0.57
121.083,10.0,9.88,0.58
121.184,10.0,9.88,0.58
121.285,10.0,9.88,0.59
121.387,10.0,9.88,0.59
121.488,10.0,9.88,0.6
121.589,10.0,9.88,0.6
121.69,10.0,9.88,0.61
121.791,10.0,9.88,0.61
121.892,10.0,9.88,0.62
121.993,10.0,9.88,0.62
122.094,10.0,9.88,0.63
122.195,10.0,9.88,0.63
122.296,10.0,9.88,0.64
122.397,10.0,9.88,0.64
122.498,10.0,9.88,0.65
122.6,10.0,9.88,0.65
122.701,10.0,9.88,0.66
122.802,10.0,9.88,0.66
122.903,10.0,9.88,0.67
123.004,10.0,9.88,0.67
123.105,10.0,9.88,0.68
123.206,10.0,9.88,0.68
123.307,10.0,9.88,0.69
123.408,10.0,9.88,0.69
123.509,10.0,9.88,0.7
123.61,10.0,9.88,0.7
123.711,10.0,9.88,0.71
123.812,10.0,9.88,0.71
123.913,10.0,9.88,0.72
124.014,10.0,9.88,0.72
124.115,10.0,9.88,0.73
124.216,10.0,9.88,0.73
124.317,10.0,9.88,0.74
124.418,10.0,9.88,0.74
124.519,10.0,9.88,0.74
124.62,10.0,9.88,0.75
124.721,10.0,9.88,0.75
124.822,10.0,9.88,0.75
124.923,10.0,9.88,0.76
125.024,10.0,9.88,0.76
125.125,10.0,9.88,0.77
125.227,10.0,9.88,0.77
125.328,10.0,9.88,0.77
125.429,10.0,9.89,0.77
125.53,10.0,9.89,0.78
125.631,10.0,9.89,0.78
125.732,10.0,9.89,0.78
125.833,10.0,9.89,0.78
125.934,10.0,9.89,0.79
126.035,10.0,9.89,0.79
126.136,10.0,9.89,0.79
126.237,10.0,9.89,0.79
126.338,10.0,9.89,0.8
126.439,10.0,9.89,0.81
126.54,10.0,9.89,0.81
126.641,10.0,9.89,0.82
126.742,10.0,9.89,0.82
126.843,10.0,9.89,0.82
126.944,10.0,9.89,0.83
127.045,10.0,9.89,0.83
127.147,10.0,9.9,0.83
127.248,10.0,9.9,0.83
127.349,10.0,9.9,0.83
127.45,10.0,9.9,0.0
