tempo_s,setpoint_cm,distancia_cm,rpm
0.224,15.0,8.44,8.98
0.325,15.0,9.31,10.78
0.427,15.0,9.71,11.33
0.528,15.0,9.94,11.81
0.629,15.0,10.17,12.12
0.73,15.0,10.28,12.61
0.831,15.0,10.37,13.07
0.932,15.0,10.44,13.6
1.033,15.0,10.49,13.86
1.134,15.0,10.55,14.24
1.235,15.0,10.61,14.73
1.336,15.0,10.67,15.16
1.437,15.0,10.72,15.62
1.539,15.0,10.85,15.7
1.64,15.0,10.92,16.29
1.741,15.0,10.99,16.67
1.842,15.0,11.06,17.06
1.943,15.0,11.13,17.41
2.044,15.0,11.21,17.76
2.145,15.0,11.29,18.09
2.246,15.0,11.37,18.39
2.347,15.0,11.46,18.7
2.448,15.0,11.54,18.87
2.549,15.0,11.64,19.02
2.65,15.0,11.73,19.26
2.751,15.0,11.83,19.49
2.852,15.0,11.93,19.71
2.953,15.0,12.03,19.89
3.054,15.0,12.14,20.05
3.155,15.0,12.25,20.2
3.256,15.0,12.37,20.32
3.357,15.0,12.49,20.42
3.458,15.0,12.57,20.67
3.559,15.0,12.69,20.66
3.66,15.0,12.82,20.71
3.761,15.0,12.93,20.85
3.862,15.0,13.07,20.77
3.963,15.0,13.21,20.37
4.064,15.0,13.35,20.57
4.165,15.0,13.47,20.57
4.267,15.0,13.61,20.48
4.368,15.0,13.75,20.4
4.469,15.0,13.87,20.31
4.57,15.0,14.01,20.2
4.671,15.0,14.15,20.06
4.772,15.0,14.29,19.91
4.873,15.0,14.42,19.74
4.974,15.0,14.56,19.57
5.075,15.0,14.69,19.36
5.176,15.0,14.83,19.13
5.277,15.0,14.96,0.0
5.378,15.0,15.08,0.0
5.479,15.0,15.19,-0.56
5.58,15.0,15.28,-0.73
5.681,15.0,15.36,-0.9
5.782,15.0,15.43,-1.06
5.883,15.0,15.49,-1.21
5.984,15.0,15.53,-1.32
6.085,15.0,15.57,-1.46
6.187,15.0,15.61,-1.59
6.288,15.0,15.64,-1.72
6.389,15.0,15.67,-1.85
6.491,15.0,15.7,-2.05
6.592,15.0,15.73,-2.14
6.693,15.0,15.75,-2.26
6.794,15.0,15.76,-2.31
6.895,15.0,15.78,-2.46
6.996,15.0,15.79,-2.59
7.097,15.0,15.81,-2.71
7.198,15.0,15.82,-2.83
7.299,15.0,15.83,-2.96
7.4,15.0,15.84,-3.07
7.501,15.0,15.84,-3.18
7.602,15.0,15.84,-3.29
7.703,15.0,15.84,-3.4
7.804,15.0,15.85,-3.51
7.905,15.0,15.85,-3.62
8.006,15.0,15.85,-3.73
8.107,15.0,15.85,-3.83
8.208,15.0,15.84,-3.93
8.309,15.0,15.84,-3.96
8.41,15.0,15.84,-4.08
8.511,15.0,15.84,-4.18
8.612,15.0,15.83,-4.29
8.713,15.0,15.83,-4.39
8.814,15.0,15.83,-4.49
8.915,15.0,15.82,-4.58
9.016,15.0,15.82,-4.67
9.117,15.0,15.81,-4.77
9.218,15.0,15.81,-4.86
9.319,15.0,15.8,-4.94
9.42,15.0,15.78,-5.02
9.521,15.0,15.77,-5.09
9.622,15.0,15.76,-5.17
9.723,15.0,15.75,-5.2
9.824,15.0,15.74,-5.26
9.925,15.0,15.72,-5.33
10.027,15.0,15.71,-5.4
10.128,15.0,15.69,-5.46
10.229,15.0,15.67,-5.51
10.33,15.0,15.66,-5.56
10.431,15.0,15.64,-5.61
10.532,15.0,15.62,-5.65
10.633,15.0,15.6,-5.69
10.734,15.0,15.58,-5.72
10.835,15.0,15.56,-5.75
10.936,15.0,15.53,-5.76
11.037,15.0,15.5,-5.77
11.138,15.0,15.47,-5.79
11.239,15.0,15.45,-5.71
11.34,15.0,15.42,-5.76
11.441,15.0,15.38,-5.74
11.543,15.0,15.33,-5.64
11.644,15.0,15.3,-5.69
11.745,15.0,15.27,-5.66
11.846,15.0,15.24,-5.63
11.947,15.0,15.2,-5.6
12.048,15.0,15.17,-5.55
12.149,15.0,15.13,-5.5
12.25,15.0,15.09,0.0
12.351,15.0,15.05,0.0
12.452,15.0,15.02,0.0
12.553,15.0,14.98,0.0
12.654,15.0,14.95,0.0
12.755,15.0,14.91,0.0
12.856,15.0,14.88,0.28
12.957,15.0,14.85,0.34
13.058,15.0,14.83,0.41
13.159,15.0,14.8,0.48
13.26,15.0,14.78,0.55
13.361,15.0,14.76,0.62
13.462,15.0,14.73,0.68
13.563,15.0,14.72,0.75
13.664,15.0,14.7,0.81
13.765,15.0,14.69,0.88
13.867,15.0,14.67,0.94
13.968,15.0,14.66,1.0
14.069,15.0,14.65,1.03
14.17,15.0,14.64,1.1
14.271,15.0,14.64,1.16
14.372,15.0,14.63,1.22
14.473,15.0,14.62,1.28
14.574,15.0,14.62,1.34
14.675,15.0,14.61,1.4
14.776,15.0,14.6,1.45
14.877,15.0,14.6,1.52
14.978,15.0,14.59,1.58
15.079,15.0,14.59,1.64
15.18,15.0,14.58,1.7
15.281,15.0,14.58,1.76
15.382,15.0,14.57,1.83
15.483,15.0,14.57,1.89
15.584,15.0,14.56,1.93
15.685,15.0,14.56,1.98
15.787,15.0,14.56,2.04
15.888,15.0,14.56,2.1
15.989,15.0,14.56,2.17
16.09,15.0,14.55,2.26
16.191,15.0,14.55,2.29
16.292,15.0,14.55,2.35
16.393,15.0,14.55,2.41
16.495,15.0,14.55,2.46
16.596,15.0,14.55,2.51
16.697,15.0,14.55,2.56
16.798,15.0,14.56,2.61
16.899,15.0,14.56,2.67
17.0,15.0,14.56,2.69
17.101,15.0,14.57,2.74
17.202,15.0,14.57,2.78
17.303,15.0,14.57,2.83
17.404,15.0,14.58,2.88
17.505,15.0,14.58,2.92
17.606,15.0,14.59,2.96
17.707,15.0,14.59,3.0
17.808,15.0,14.6,3.04
17.909,15.0,14.61,3.08
18.01,15.0,14.61,3.12
18.111,15.0,14.62,3.16
18.212,15.0,14.62,3.22
18.313,15.0,14.63,3.23
18.414,15.0,14.64,3.25
18.515,15.0,14.65,3.27
18.616,15.0,14.66,3.3
18.717,15.0,14.67,3.32
18.818,15.0,14.68,3.34
18.919,15.0,14.69,3.36
19.02,15.0,14.7,3.37
19.121,15.0,14.71,3.39
19.222,15.0,14.73,3.4
19.323,15.0,14.74,3.41
19.424,15.0,14.75,3.42
19.525,15.0,14.76,3.43
19.627,15.0,14.78,3.43
19.728,15.0,14.79,3.44
19.829,15.0,14.8,3.43
19.93,15.0,14.82,3.39
20.031,15.0,14.83,3.42
20.132,15.0,14.84,3.42
20.233,15.0,14.85,3.42
20.334,15.0,14.87,3.4
20.435,15.0,14.89,3.38
20.536,15.0,14.9,0.0
20.637,15.0,14.92,0.0
20.738,15.0,14.94,0.0
20.839,15.0,14.96,0.0
20.94,15.0,14.97,0.0
21.041,15.0,14.99,0.0
21.142,15.0,15.0,0.0
21.243,15.0,15.01,0.0
21.344,15.0,15.03,0.0
21.445,15.0,15.04,0.0
21.548,15.0,15.06,0.0
21.649,15.0,15.07,0.0
21.75,15.0,15.08,0.0
21.851,15.0,15.1,0.0
21.952,15.0,15.11,-0.23
22.053,15.0,15.12,-0.27
22.154,15.0,15.13,-0.3
22.255,15.0,15.14,-0.34
22.356,15.0,15.15,-0.37
22.457,15.0,15.16,-0.41
22.558,15.0,15.17,-0.45
22.659,15.0,15.18,-0.49
22.76,15.0,15.19,-0.5
22.861,15.0,15.19,-0.55
22.962,15.0,15.2,-0.59
23.063,15.0,15.21,-0.63
23.164,15.0,15.22,-0.67
23.265,15.0,15.22,-0.71
23.366,15.0,15.23,-0.76
23.467,15.0,15.24,-0.8
23.568,15.0,15.25,-0.85
23.669,15.0,15.26,-0.89
23.77,15.0,15.26,-0.94
23.871,15.0,15.27,-0.99
23.972,15.0,15.28,-1.04
24.073,15.0,15.29,-1.08
24.174,15.0,15.29,-1.13
24.275,15.0,15.3,-1.17
24.376,15.0,15.3,-1.21
24.477,15.0,15.31,-1.26
24.578,15.0,15.31,-1.3
24.679,15.0,15.31,-1.35
24.78,15.0,15.32,-1.39
24.881,15.0,15.32,-1.44
24.982,15.0,15.32,-1.48
25.083,15.0,15.32,-1.53
25.184,15.0,15.33,-1.57
25.285,15.0,15.33,-1.62
25.387,15.0,15.33,-1.66
25.488,15.0,15.33,-1.7
25.589,15.0,15.33,-1.74
25.69,15.0,15.33,-1.76
25.791,15.0,15.33,-1.81
25.892,15.0,15.33,-1.85
25.993,15.0,15.33,-1.88
26.094,15.0,15.33,-1.92
26.195,15.0,15.32,-1.96
26.296,15.0,15.32,-1.99
26.397,15.0,15.32,-2.03
26.498,15.0,15.32,-2.06
26.6,15.0,15.31,-2.09
26.701,15.0,15.31,-2.13
26.802,15.0,15.31,-2.17
26.903,15.0,15.3,-2.2
27.004,15.0,15.3,-2.24
27.105,15.0,15.3,-2.25
27.206,15.0,15.3,-2.28
27.307,15.0,15.29,-2.31
27.408,15.0,15.29,-2.34
27.509,15.0,15.28,-2.37
27.61,15.0,15.28,-2.4
27.711,15.0,15.27,-2.42
27.812,15.0,15.27,-2.45
27.913,15.0,15.27,-2.48
28.014,15.0,15.26,-2.5
28.115,15.0,15.25,-2.51
28.216,15.0,15.24,-2.53
28.317,15.0,15.24,-2.55
28.418,15.0,15.23,-2.56
28.519,15.0,15.22,-2.58
28.62,15.0,15.22,-2.58
28.721,15.0,15.21,-2.6
28.822,15.0,15.21,-2.62
28.923,15.0,15.2,-2.63
29.024,15.0,15.19,-2.65
29.125,15.0,15.19,-2.66
29.227,15.0,15.18,-2.67
29.328,15.0,15.17,-2.68
29.429,15.0,15.17,-2.69
29.53,15.0,15.16,-2.7
29.631,15.0,15.15,-2.69
29.732,15.0,15.14,-2.7
29.833,15.0,15.13,-2.69
29.934,15.0,15.12,-2.68
30.035,15.0,15.11,-2.67
30.136,15.0,15.09,0.0
30.237,15.0,15.08,0.0
30.338,15.0,15.07,0.0
30.439,15.0,15.06,0.0
30.54,15.0,15.05,0.0
30.641,15.0,15.04,0.0
30.742,15.0,15.03,0.0
30.843,15.0,15.02,0.0
30.944,15.0,15.01,0.0
31.045,15.0,14.99,0.0
31.147,15.0,14.98,0.0
31.248,15.0,14.97,0.0
31.349,15.0,14.95,0.0
31.45,15.0,14.94,0.0
31.552,15.0,14.93,0.0
31.653,15.0,14.92,0.0
31.754,15.0,14.91,0.0
31.855,15.0,14.9,0.2
31.956,15.0,14.89,0.23
32.057,15.0,14.88,0.26
32.158,15.0,14.88,0.29
32.259,15.0,14.87,0.32
32.36,15.0,14.86,0.35
32.461,15.0,14.85,0.38
32.562,15.0,14.85,0.41
32.663,15.0,14.84,0.44
32.764,15.0,14.83,0.47
32.865,15.0,14.83,0.51
32.966,15.0,14.82,0.54
33.067,15.0,14.82,0.56
33.168,15.0,14.81,0.59
33.269,15.0,14.81,0.62
33.37,15.0,14.81,0.65
33.471,15.0,14.8,0.69
33.572,15.0,14.8,0.72
33.673,15.0,14.8,0.75
33.774,15.0,14.79,0.78
33.875,15.0,14.79,0.81
33.976,15.0,14.79,0.84
34.077,15.0,14.79,0.87
34.178,15.0,14.79,0.9
34.279,15.0,14.78,0.93
34.38,15.0,14.78,0.94
34.481,15.0,14.78,0.97
34.582,15.0,14.78,1.01
34.683,15.0,14.78,1.04
34.784,15.0,14.77,1.07
34.885,15.0,14.77,1.1
34.987,15.0,14.77,1.13
35.088,15.0,14.77,1.16
35.189,15.0,14.77,1.2
35.29,15.0,14.77,1.23
35.391,15.0,14.77,1.26
35.492,15.0,14.77,1.29
35.593,15.0,14.77,1.32
35.694,15.0,14.76,1.36
35.795,15.0,14.76,1.39
35.896,15.0,14.76,1.41
35.997,15.0,14.76,1.44
36.098,15.0,14.76,1.47
36.199,15.0,14.76,1.51
36.3,15.0,14.76,1.54
36.401,15.0,14.76,1.57
36.502,15.0,14.76,1.6
36.603,15.0,14.76,1.63
36.705,15.0,14.76,1.65
36.806,15.0,14.76,1.67
36.907,15.0,14.77,1.7
37.008,15.0,14.77,1.73
37.109,15.0,14.77,1.76
37.21,15.0,14.77,1.78
37.311,15.0,14.77,1.79
37.412,15.0,14.77,1.82
37.513,15.0,14.77,1.86
37.614,15.0,14.77,1.89
37.715,15.0,14.77,1.91
37.816,15.0,14.77,1.93
37.917,15.0,14.77,1.98
38.018,15.0,14.77,2.02
38.119,15.0,14.76,2.05
38.22,15.0,14.77,2.06
38.321,15.0,14.77,2.08
38.422,15.0,14.78,2.1
38.523,15.0,14.78,2.12
38.624,15.0,14.79,2.14
38.725,15.0,14.79,2.15
38.827,15.0,14.8,2.16
38.928,15.0,14.8,2.17
39.029,15.0,14.81,2.19
39.13,15.0,14.82,2.2
39.231,15.0,14.82,2.21
39.332,15.0,14.83,2.22
39.433,15.0,14.84,2.23
39.534,15.0,14.84,2.23
39.635,15.0,14.85,2.24
39.736,15.0,14.86,2.25
39.837,15.0,14.86,2.25
39.938,15.0,14.87,2.25
40.039,15.0,14.88,2.25
40.14,15.0,14.89,2.26
40.241,15.0,14.89,2.24
40.342,15.0,14.9,0.0
40.443,15.0,14.91,0.0
40.544,15.0,14.92,0.0
40.645,15.0,14.93,0.0
40.747,15.0,14.94,0.0
40.848,15.0,14.95,0.0
40.949,15.0,14.96,0.0
41.05,15.0,14.96,0.0
41.151,15.0,14.97,0.0
41.252,15.0,14.98,0.0
41.353,15.0,14.99,0.0
41.454,15.0,14.99,0.0
41.555,15.0,15.0,0.0
41.657,15.0,15.01,0.0
41.758,15.0,15.02,0.0
41.859,15.0,15.03,0.0
41.96,15.0,15.03,0.0
42.061,15.0,15.03,0.0
42.162,15.0,15.03,0.0
42.263,15.0,15.03,0.0
42.364,15.0,15.04,0.0
42.465,15.0,15.05,0.0
42.566,15.0,15.06,0.0
42.667,15.0,15.07,0.0
42.768,15.0,15.08,0.0
42.869,15.0,15.08,0.0
42.97,15.0,15.09,0.0
43.071,15.0,15.1,0.0
43.172,15.0,15.11,-0.22
43.273,15.0,15.11,-0.25
43.374,15.0,15.12,-0.28
43.475,15.0,15.13,-0.3
43.576,15.0,15.13,-0.33
43.677,15.0,15.14,-0.36
43.778,15.0,15.15,-0.39
43.879,15.0,15.15,-0.43
43.98,15.0,15.16,-0.46
44.081,15.0,15.17,-0.5
44.182,15.0,15.18,-0.53
44.283,15.0,15.18,-0.56
44.384,15.0,15.19,-0.6
44.485,15.0,15.19,-0.63
44.587,15.0,15.2,-0.66
44.688,15.0,15.2,-0.69
44.789,15.0,15.21,-0.72
44.89,15.0,15.21,-0.76
44.991,15.0,15.22,-0.79
45.092,15.0,15.22,-0.82
45.193,15.0,15.22,-0.86
45.294,15.0,15.22,-0.89
45.395,15.0,15.23,-0.92
45.496,15.0,15.23,-0.95
45.597,15.0,15.23,-0.98
45.698,15.0,15.23,-1.02
45.799,15.0,15.23,-1.05
45.9,15.0,15.23,-1.08
46.001,15.0,15.23,-1.09
46.102,15.0,15.23,-1.11
46.203,15.0,15.23,-1.14
46.304,15.0,15.23,-1.17
46.405,15.0,15.23,-1.2
46.507,15.0,15.23,-1.23
46.609,15.0,15.23,-1.27
46.71,15.0,15.23,-1.3
46.811,15.0,15.23,-1.33
46.912,15.0,15.23,-1.36
47.013,15.0,15.23,-1.39
47.114,15.0,15.23,-1.42
47.215,15.0,15.23,-1.44
47.316,15.0,15.23,-1.47
47.417,15.0,15.23,-1.48
47.518,15.0,15.23,-1.51
47.619,15.0,15.23,-1.54
47.72,15.0,15.23,-1.56
47.821,15.0,15.22,-1.59
47.922,15.0,15.22,-1.61
48.023,15.0,15.22,-1.64
48.124,15.0,15.22,-1.66
48.225,15.0,15.22,-1.69
48.326,15.0,15.22,-1.71
48.427,15.0,15.21,-1.74
48.528,15.0,15.21,-1.76
48.629,15.0,15.21,-1.78
48.73,15.0,15.21,-1.8
48.831,15.0,15.2,-1.82
48.932,15.0,15.2,-1.83
49.033,15.0,15.2,-1.85
49.134,15.0,15.2,-1.87
49.235,15.0,15.19,-1.89
49.336,15.0,15.19,-1.91
49.437,15.0,15.19,-1.93
49.538,15.0,15.19,-1.95
49.639,15.0,15.18,-1.97
49.74,15.0,15.18,-1.99
49.841,15.0,15.18,-2.01
49.942,15.0,15.18,-2.03
50.043,15.0,15.17,-2.04
50.144,15.0,15.17,-2.06
50.245,15.0,15.16,-2.06
50.347,15.0,15.16,-2.06
50.448,15.0,15.15,-2.07
50.549,15.0,15.14,-2.08
50.65,15.0,15.14,-2.08
50.751,15.0,15.13,-2.09
50.852,15.0,15.13,-2.09
50.953,15.0,15.12,-2.09
51.054,15.0,15.11,-2.09
51.155,15.0,15.1,-2.09
51.256,15.0,15.09,0.0
51.357,15.0,15.08,0.0
51.458,15.0,15.07,0.0
51.559,15.0,15.07,0.0
51.66,15.0,15.06,0.0
51.761,15.0,15.05,0.0
51.863,15.0,15.03,0.0
51.964,15.0,15.03,0.0
52.065,15.0,15.02,0.0
52.166,15.0,15.01,0.0
52.267,15.0,15.0,0.0
52.368,15.0,14.99,0.0
52.469,15.0,14.99,0.0
52.57,15.0,14.98,0.0
52.671,15.0,14.97,0.0
52.772,15.0,14.96,0.0
52.873,15.0,14.95,0.0
52.974,15.0,14.95,0.0
53.075,15.0,14.94,0.0
53.176,15.0,14.93,0.0
53.277,15.0,14.93,0.0
53.378,15.0,14.92,0.0
53.479,15.0,14.92,0.0
53.58,15.0,14.91,0.0
53.681,15.0,14.91,0.0
53.782,15.0,14.9,0.0
53.883,15.0,14.9,0.2
53.984,15.0,14.9,0.22
54.085,15.0,14.89,0.24
54.187,15.0,14.89,0.27
54.288,15.0,14.89,0.26
54.389,15.0,14.89,0.29
54.49,15.0,14.88,0.31
54.591,15.0,14.88,0.33
54.692,15.0,14.88,0.35
54.793,15.0,14.87,0.37
54.894,15.0,14.87,0.39
54.995,15.0,14.87,0.41
55.096,15.0,14.86,0.44
55.197,15.0,14.86,0.46
55.298,15.0,14.86,0.48
55.399,15.0,14.85,0.51
55.5,15.0,14.85,0.53
55.601,15.0,14.85,0.56
55.702,15.0,14.84,0.59
55.803,15.0,14.84,0.61
55.904,15.0,14.84,0.64
56.005,15.0,14.83,0.66
56.107,15.0,14.83,0.69
56.208,15.0,14.83,0.71
56.309,15.0,14.82,0.75
56.41,15.0,14.82,0.78
56.511,15.0,14.81,0.81
56.612,15.0,14.81,0.85
56.713,15.0,14.8,0.88
56.815,15.0,14.8,0.92
56.916,15.0,14.8,0.93
57.017,15.0,14.8,0.96
57.118,15.0,14.8,0.99
