tempo_s,setpoint_cm,distancia_cm,rpm
143.518,15.0,11.99,23.88
143.619,15.0,12.16,23.82
143.72,15.0,12.35,23.97
143.821,15.0,12.54,23.63
143.922,15.0,12.75,23.55
144.023,15.0,12.96,23.45
144.124,15.0,13.16,23.33
144.225,15.0,13.37,23.16
144.326,15.0,13.56,23.06
144.427,15.0,13.75,22.83
144.528,15.0,13.95,22.61
144.629,15.0,14.14,22.45
144.73,15.0,14.32,22.2
144.831,15.0,14.5,21.96
144.932,15.0,14.66,21.73
145.033,15.0,14.83,21.46
145.134,15.0,14.98,0.0
145.235,15.0,15.11,-0.44
145.336,15.0,15.22,-0.63
145.437,15.0,15.31,-0.8
145.538,15.0,15.38,-0.96
145.639,15.0,15.45,-1.11
145.74,15.0,15.5,-1.25
145.841,15.0,15.55,-1.39
145.942,15.0,15.59,-1.53
146.043,15.0,15.63,-1.67
146.144,15.0,15.66,-1.8
146.245,15.0,15.68,-1.92
146.347,15.0,15.71,-2.05
146.448,15.0,15.73,-2.18
146.549,15.0,15.75,-2.3
146.65,15.0,15.76,-2.34
146.751,15.0,15.77,-2.47
146.852,15.0,15.78,-2.58
146.953,15.0,15.79,-2.68
147.054,15.0,15.79,-2.79
147.155,15.0,15.79,-2.89
147.256,15.0,15.79,-2.99
147.357,15.0,15.79,-3.1
147.458,15.0,15.8,-3.2
147.56,15.0,15.8,-3.32
147.661,15.0,15.8,-3.41
147.762,15.0,15.8,-3.51
147.863,15.0,15.79,-3.61
147.964,15.0,15.79,-3.7
148.065,15.0,15.79,-3.74
148.166,15.0,15.79,-3.85
148.267,15.0,15.78,-3.9
148.368,15.0,15.78,-4.03
148.469,15.0,15.77,-4.11
148.57,15.0,15.76,-4.19
148.671,15.0,15.76,-4.27
148.772,15.0,15.75,-4.35
148.873,15.0,15.74,-4.43
148.974,15.0,15.73,-4.51
149.075,15.0,15.72,-4.59
149.176,15.0,15.71,-4.66
149.277,15.0,15.7,-4.73
149.378,15.0,15.69,-4.8
149.479,15.0,15.68,-4.86
149.58,15.0,15.67,-4.86
149.681,15.0,15.66,-4.94
149.782,15.0,15.64,-5.0
149.883,15.0,15.63,-5.06
149.984,15.0,15.62,-5.12
150.085,15.0,15.61,-5.17
150.187,15.0,15.59,-5.23
150.288,15.0,15.58,-5.26
150.389,15.0,15.56,-5.3
150.49,15.0,15.54,-5.33
150.591,15.0,15.52,-5.36
150.692,15.0,15.5,-5.39
150.793,15.0,15.47,-5.4
150.894,15.0,15.45,-5.41
150.995,15.0,15.42,-5.41
151.096,15.0,15.4,-5.4
151.197,15.0,15.37,-5.4
151.298,15.0,15.34,-5.39
151.399,15.0,15.32,-5.39
151.5,15.0,15.29,-5.37
151.601,15.0,15.26,-5.35
151.702,15.0,15.23,-5.32
151.803,15.0,15.2,-5.29
151.904,15.0,15.16,-5.24
152.005,15.0,15.13,-5.2
152.107,15.0,15.09,0.0
152.208,15.0,15.06,0.0
152.309,15.0,15.02,0.0
152.41,15.0,14.98,0.0
152.512,15.0,14.94,0.0
152.613,15.0,14.91,0.0
152.714,15.0,14.88,0.27
152.815,15.0,14.86,0.33
152.916,15.0,14.83,0.39
153.017,15.0,14.81,0.46
153.118,15.0,14.79,0.52
153.219,15.0,14.77,0.58
153.32,15.0,14.75,0.64
153.421,15.0,14.73,0.71
153.522,15.0,14.72,0.77
153.623,15.0,14.7,0.83
153.724,15.0,14.69,0.89
153.825,15.0,14.68,0.96
153.926,15.0,14.66,1.03
154.027,15.0,14.65,1.06
154.128,15.0,14.64,1.13
154.229,15.0,14.63,1.19
154.33,15.0,14.62,1.26
154.431,15.0,14.61,1.32
154.532,15.0,14.61,1.38
154.633,15.0,14.61,1.43
154.734,15.0,14.6,1.48
154.835,15.0,14.6,1.54
154.936,15.0,14.6,1.59
155.037,15.0,14.6,1.64
155.138,15.0,14.6,1.69
155.239,15.0,14.6,1.74
155.34,15.0,14.6,1.77
155.441,15.0,14.6,1.83
155.542,15.0,14.59,1.89
155.643,15.0,14.59,1.94
155.744,15.0,14.59,1.99
155.845,15.0,14.59,2.04
155.947,15.0,14.59,2.11
156.048,15.0,14.59,2.15
156.149,15.0,14.59,2.21
156.25,15.0,14.59,2.26
156.351,15.0,14.59,2.31
156.452,15.0,14.59,2.35
156.553,15.0,14.59,2.4
156.654,15.0,14.6,2.45
156.755,15.0,14.6,2.5
156.856,15.0,14.6,2.52
156.957,15.0,14.6,2.58
157.058,15.0,14.6,2.62
157.159,15.0,14.61,2.67
157.26,15.0,14.61,2.71
157.361,15.0,14.61,2.76
157.462,15.0,14.62,2.78
157.563,15.0,14.62,2.83
157.665,15.0,14.63,2.86
157.766,15.0,14.63,2.9
157.867,15.0,14.64,2.94
157.968,15.0,14.65,2.97
158.069,15.0,14.65,3.0
158.17,15.0,14.66,3.03
158.271,15.0,14.67,3.03
158.372,15.0,14.67,3.07
158.473,15.0,14.68,3.1
158.574,15.0,14.69,3.12
158.675,15.0,14.7,3.14
158.776,15.0,14.71,3.16
158.877,15.0,14.72,3.18
158.978,15.0,14.73,3.2
159.079,15.0,14.74,3.21
159.18,15.0,14.75,3.23
159.281,15.0,14.76,3.24
159.382,15.0,14.77,3.25
159.483,15.0,14.78,3.25
159.584,15.0,14.8,3.25
159.685,15.0,14.81,3.26
159.787,15.0,14.82,3.23
159.888,15.0,14.84,3.23
159.989,15.0,14.85,3.22
160.09,15.0,14.87,3.21
160.191,15.0,14.89,3.19
160.292,15.0,14.9,0.0
160.393,15.0,14.92,0.0
160.494,15.0,14.93,0.0
160.595,15.0,14.95,0.0
160.696,15.0,14.96,0.0
160.797,15.0,14.97,0.0
160.898,15.0,14.98,0.0
160.999,15.0,14.99,0.0
161.1,15.0,15.0,0.0
161.201,15.0,15.01,0.0
161.302,15.0,15.02,0.0
161.403,15.0,15.03,0.0
161.504,15.0,15.04,0.0
161.605,15.0,15.05,0.0
161.707,15.0,15.06,0.0
161.808,15.0,15.07,0.0
161.909,15.0,15.08,0.0
162.01,15.0,15.08,0.0
162.111,15.0,15.09,0.0
162.212,15.0,15.09,0.0
162.313,15.0,15.1,0.0
162.414,15.0,15.1,-0.21
162.515,15.0,15.11,-0.23
162.617,15.0,15.12,-0.28
162.718,15.0,15.12,-0.3
162.819,15.0,15.13,-0.32
162.92,15.0,15.14,-0.35
163.021,15.0,15.14,-0.38
163.122,15.0,15.15,-0.41
163.223,15.0,15.15,-0.43
163.324,15.0,15.16,-0.46
163.425,15.0,15.16,-0.49
163.526,15.0,15.17,-0.52
163.627,15.0,15.17,-0.54
163.728,15.0,15.17,-0.57
163.829,15.0,15.17,-0.6
163.93,15.0,15.18,-0.62
164.031,15.0,15.18,-0.63
164.132,15.0,15.18,-0.67
164.233,15.0,15.18,-0.69
164.334,15.0,15.19,-0.72
164.435,15.0,15.19,-0.75
164.536,15.0,15.19,-0.78
164.637,15.0,15.19,-0.81
164.738,15.0,15.2,-0.84
164.839,15.0,15.2,-0.87
164.94,15.0,15.2,-0.9
165.041,15.0,15.21,-0.94
165.142,15.0,15.21,-0.97
165.243,15.0,15.22,-1.01
165.344,15.0,15.22,-1.04
165.445,15.0,15.22,-1.08
165.547,15.0,15.23,-1.1
165.648,15.0,15.23,-1.13
165.749,15.0,15.23,-1.16
165.85,15.0,15.23,-1.2
165.951,15.0,15.24,-1.23
166.052,15.0,15.24,-1.26
166.153,15.0,15.24,-1.3
166.254,15.0,15.24,-1.33
166.355,15.0,15.24,-1.37
166.456,15.0,15.24,-1.4
166.557,15.0,15.25,-1.44
166.658,15.0,15.25,-1.47
166.759,15.0,15.25,-1.51
166.86,15.0,15.25,-1.54
166.961,15.0,15.25,-1.55
167.062,15.0,15.25,-1.58
167.163,15.0,15.24,-1.59
167.264,15.0,15.24,-1.61
167.365,15.0,15.23,-1.62
167.467,15.0,15.23,-1.66
167.569,15.0,15.23,-1.69
167.67,15.0,15.23,-1.72
167.771,15.0,15.23,-1.75
167.872,15.0,15.23,-1.77
167.973,15.0,15.22,-1.8
168.074,15.0,15.22,-1.83
168.175,15.0,15.22,-1.86
168.276,15.0,15.22,-1.88
168.377,15.0,15.22,-1.89
168.478,15.0,15.22,-1.92
168.579,15.0,15.22,-1.94
168.68,15.0,15.21,-1.96
168.781,15.0,15.21,-1.98
168.882,15.0,15.21,-2.01
168.983,15.0,15.21,-2.03
169.084,15.0,15.2,-2.05
169.185,15.0,15.2,-2.07
169.286,15.0,15.2,-2.09
169.387,15.0,15.19,-2.11
169.488,15.0,15.19,-2.13
169.589,15.0,15.19,-2.15
169.69,15.0,15.19,-2.17
169.791,15.0,15.18,-2.18
169.892,15.0,15.18,-2.18
169.993,15.0,15.18,-2.2
170.094,15.0,15.17,-2.22
170.195,15.0,15.17,-2.23
170.296,15.0,15.17,-2.25
170.397,15.0,15.16,-2.26
170.498,15.0,15.16,-2.27
170.599,15.0,15.15,-2.29
170.7,15.0,15.15,-2.3
170.801,15.0,15.14,-2.31
170.902,15.0,15.14,-2.32
171.003,15.0,15.13,-2.32
171.104,15.0,15.13,-2.33
171.205,15.0,15.12,-2.33
171.307,15.0,15.11,-2.33
171.408,15.0,15.11,-2.33
171.509,15.0,15.1,-2.33
171.61,15.0,15.09,0.0
171.711,15.0,15.09,0.0
171.812,15.0,15.08,0.0
171.913,15.0,15.07,0.0
172.014,15.0,15.06,0.0
172.115,15.0,15.05,0.0
172.216,15.0,15.04,0.0
172.317,15.0,15.03,0.0
172.418,15.0,15.02,0.0
172.519,15.0,15.01,0.0
172.621,15.0,15.0,0.0
172.722,15.0,14.99,0.0
172.823,15.0,14.98,0.0
172.924,15.0,14.97,0.0
173.025,15.0,14.96,0.0
173.126,15.0,14.95,0.0
173.227,15.0,14.95,0.0
173.328,15.0,14.94,0.0
173.429,15.0,14.93,0.0
173.53,15.0,14.93,0.0
173.631,15.0,14.92,0.0
173.732,15.0,14.91,0.0
173.833,15.0,14.91,0.0
173.934,15.0,14.9,0.2
174.035,15.0,14.89,0.22
174.136,15.0,14.89,0.25
174.237,15.0,14.88,0.28
174.338,15.0,14.88,0.29
174.439,15.0,14.87,0.32
174.54,15.0,14.86,0.34
174.641,15.0,14.86,0.37
174.742,15.0,14.85,0.4
174.843,15.0,14.85,0.42
174.944,15.0,14.85,0.45
175.045,15.0,14.85,0.47
175.147,15.0,14.84,0.5
175.248,15.0,14.84,0.52
175.349,15.0,14.84,0.55
175.45,15.0,14.83,0.57
175.551,15.0,14.83,0.6
175.652,15.0,14.83,0.61
175.753,15.0,14.83,0.64
175.854,15.0,14.83,0.67
175.955,15.0,14.82,0.7
176.056,15.0,14.82,0.73
176.157,15.0,14.81,0.75
176.258,15.0,14.81,0.79
176.359,15.0,14.81,0.81
176.46,15.0,14.81,0.85
176.561,15.0,14.8,0.88
176.662,15.0,14.8,0.91
176.763,15.0,14.8,0.94
176.864,15.0,14.79,0.97
176.965,15.0,14.79,1.0
177.067,15.0,14.79,1.04
177.168,15.0,14.78,1.07
177.269,15.0,14.78,1.1
177.37,15.0,14.78,1.13
177.471,15.0,14.77,1.16
177.572,15.0,14.77,1.2
177.674,15.0,14.77,1.23
177.775,15.0,14.77,1.25
177.876,15.0,14.77,1.29
177.977,15.0,14.77,1.32
178.078,15.0,14.77,1.35
178.179,15.0,14.77,1.38
178.28,15.0,14.77,1.41
178.381,15.0,14.77,1.44
178.482,15.0,14.77,1.47
178.583,15.0,14.77,1.48
178.684,15.0,14.77,1.51
178.785,15.0,14.77,1.54
178.886,15.0,14.76,1.58
178.987,15.0,14.76,1.61
179.088,15.0,14.76,1.64
179.189,15.0,14.76,1.66
179.29,15.0,14.77,1.69
179.391,15.0,14.77,1.72
179.492,15.0,14.77,1.75
179.593,15.0,14.77,1.77
179.694,15.0,14.77,1.8
179.795,15.0,14.78,1.82
179.896,15.0,14.78,1.84
179.997,15.0,14.78,1.85
180.098,15.0,14.79,1.87
180.199,15.0,14.79,1.88
180.3,15.0,14.8,1.9
180.401,15.0,14.8,1.92
180.502,15.0,14.81,1.93
180.603,15.0,14.81,1.95
180.704,15.0,14.82,1.97
180.805,15.0,14.82,1.98
180.907,15.0,14.82,2.0
181.008,15.0,14.83,2.01
181.109,15.0,14.83,2.02
181.21,15.0,14.84,2.03
181.311,15.0,14.84,2.04
181.412,15.0,14.85,2.05
181.513,15.0,14.85,2.04
181.614,15.0,14.86,2.06
181.715,15.0,14.87,2.07
181.816,15.0,14.87,2.07
181.917,15.0,14.88,2.07
182.018,15.0,14.88,2.08
182.119,15.0,14.89,2.09
182.22,15.0,14.89,2.09
182.321,15.0,14.9,2.1
182.422,15.0,14.9,0.0
182.523,15.0,14.91,0.0
182.624,15.0,14.91,0.0
182.726,15.0,14.92,0.0
182.827,15.0,14.93,0.0
182.928,15.0,14.94,0.0
183.029,15.0,14.94,0.0
183.13,15.0,14.95,0.0
183.231,15.0,14.96,0.0
183.332,15.0,14.96,0.0
183.433,15.0,14.97,0.0
183.534,15.0,14.97,0.0
183.635,15.0,14.98,0.0
183.736,15.0,14.98,0.0
183.837,15.0,14.99,0.0
183.938,15.0,15.0,0.0
184.039,15.0,15.0,0.0
184.14,15.0,15.01,0.0
184.241,15.0,15.01,0.0
184.342,15.0,15.02,0.0
184.443,15.0,15.02,0.0
184.544,15.0,15.03,0.0
184.645,15.0,15.03,0.0
184.747,15.0,15.04,0.0
184.848,15.0,15.05,0.0
184.949,15.0,15.06,0.0
185.05,15.0,15.06,0.0
185.151,15.0,15.07,0.0
185.252,15.0,15.08,0.0
185.353,15.0,15.08,0.0
185.454,15.0,15.09,0.0
185.555,15.0,15.09,0.0
185.656,15.0,15.1,0.0
185.757,15.0,15.1,-0.2
185.858,15.0,15.11,-0.22
185.959,15.0,15.11,-0.24
186.06,15.0,15.11,-0.26
186.161,15.0,15.12,-0.28
186.262,15.0,15.12,-0.31
186.363,15.0,15.13,-0.33
186.464,15.0,15.13,-0.35
186.565,15.0,15.13,-0.37
186.667,15.0,15.14,-0.4
186.768,15.0,15.14,-0.42
186.869,15.0,15.14,-0.44
186.97,15.0,15.14,-0.46
187.071,15.0,15.15,-0.48
187.172,15.0,15.15,-0.5
187.273,15.0,15.15,-0.51
187.374,15.0,15.15,-0.53
187.475,15.0,15.15,-0.56
187.576,15.0,15.15,-0.58
187.677,15.0,15.15,-0.6
187.778,15.0,15.16,-0.61
187.88,15.0,15.16,-0.64
187.981,15.0,15.16,-0.67
188.082,15.0,15.16,-0.69
188.183,15.0,15.17,-0.72
188.284,15.0,15.17,-0.74
188.385,15.0,15.17,-0.75
188.486,15.0,15.17,-0.78
188.587,15.0,15.17,-0.8
188.688,15.0,15.17,-0.83
188.789,15.0,15.17,-0.85
188.89,15.0,15.18,-0.88
188.991,15.0,15.18,-0.9
189.092,15.0,15.18,-0.92
189.193,15.0,15.18,-0.95
189.294,15.0,15.18,-0.97
189.395,15.0,15.18,-1.0
189.496,15.0,15.18,-1.02
189.597,15.0,15.18,-1.05
189.698,15.0,15.18,-1.07
189.799,15.0,15.18,-1.1
189.9,15.0,15.19,-1.11
190.001,15.0,15.19,-1.14
190.102,15.0,15.19,-1.17
190.203,15.0,15.19,-1.19
190.304,15.0,15.19,-1.22
190.405,15.0,15.19,-1.25
190.507,15.0,15.19,-1.28
190.608,15.0,15.19,-1.3
190.709,15.0,15.19,-1.32
190.81,15.0,15.19,-1.34
190.911,15.0,15.19,-1.37
191.012,15.0,15.19,-1.39
191.113,15.0,15.19,-1.41
191.214,15.0,15.19,-1.43
191.315,15.0,15.19,-1.44
191.416,15.0,15.18,-1.46
191.517,15.0,15.18,-1.48
191.618,15.0,15.18,-1.5
191.719,15.0,15.18,-1.52
191.82,15.0,15.18,-1.53
191.921,15.0,15.17,-1.55
192.022,15.0,15.17,-1.57
192.123,15.0,15.17,-1.59
192.224,15.0,15.17,-1.6
192.325,15.0,15.16,-1.61
192.427,15.0,15.15,-1.6
192.528,15.0,15.15,-1.63
192.629,15.0,15.14,-1.64
192.73,15.0,15.14,-1.65
192.832,15.0,15.14,-1.65
192.933,15.0,15.13,-1.67
193.034,15.0,15.13,-1.68
193.135,15.0,15.13,-1.69
193.236,15.0,15.12,-1.7
193.337,15.0,15.12,-1.71
193.438,15.0,15.11,-1.72
193.539,15.0,15.11,-1.72
193.64,15.0,15.11,-1.73
193.741,15.0,15.1,-1.74
193.842,15.0,15.1,0.0
193.943,15.0,15.09,0.0
194.044,15.0,15.09,0.0
194.145,15.0,15.09,0.0
194.246,15.0,15.08,0.0
194.347,15.0,15.08,0.0
194.448,15.0,15.08,0.0
194.549,15.0,15.07,0.0
194.65,15.0,15.07,0.0
194.751,15.0,15.06,0.0
194.852,15.0,15.06,0.0
194.953,15.0,15.06,0.0
195.054,15.0,15.06,0.0
195.155,15.0,15.05,0.0
195.256,15.0,15.05,0.0
195.357,15.0,15.05,0.0
195.458,15.0,15.05,0.0
195.559,15.0,15.05,0.0
195.66,15.0,15.04,0.0
195.761,15.0,15.04,0.0
195.862,15.0,15.04,0.0
195.963,15.0,15.04,0.0
196.064,15.0,15.04,0.0
196.165,15.0,15.03,0.0
196.267,15.0,15.03,0.0
196.368,15.0,15.02,0.0
196.469,15.0,15.02,0.0
196.57,15.0,15.02,0.0
196.671,15.0,15.02,0.0
196.772,15.0,15.01,0.0
196.873,15.0,15.01,0.0
196.974,15.0,15.01,0.0
197.075,15.0,15.0,0.0
197.176,15.0,14.99,0.0
197.277,15.0,14.99,0.0
197.378,15.0,14.99,0.0
197.479,15.0,14.98,0.0
197.58,15.0,14.98,0.0
197.681,15.0,14.98,0.0
197.782,15.0,14.97,0.0
197.883,15.0,14.97,0.0
197.985,15.0,14.97,0.0
198.086,15.0,14.97,0.0
198.187,15.0,14.96,0.0
198.288,15.0,14.96,0.0
198.389,15.0,14.96,0.0
198.49,15.0,14.96,0.0
198.591,15.0,14.96,0.0
198.692,15.0,14.96,0.0
198.793,15.0,14.96,0.0
198.894,15.0,14.95,0.0
198.995,15.0,14.95,0.0
199.096,15.0,14.95,0.0
199.197,15.0,14.95,0.0
199.298,15.0,14.95,0.0
199.399,15.0,14.95,0.0
199.5,15.0,14.95,0.0
199.601,15.0,14.95,0.0
199.702,15.0,14.94,0.0
199.803,15.0,14.94,0.0
199.904,15.0,14.94,0.0
200.005,15.0,14.94,0.0
200.107,15.0,14.94,0.0
200.208,15.0,14.94,0.0
200.309,15.0,14.94,0.0
200.41,15.0,14.94,0.0
200.511,15.0,14.94,0.0
200.612,15.0,14.94,0.0
200.713,15.0,14.94,0.0
200.814,15.0,14.94,0.0
200.915,15.0,14.94,0.0
201.016,15.0,14.94,0.0
201.117,15.0,14.94,0.0
201.218,15.0,14.94,0.0
201.319,15.0,14.94,0.0
201.42,15.0,14.94,0.0
201.521,15.0,14.94,0.0
201.622,15.0,14.93,0.0
201.723,15.0,14.93,0.0
201.824,15.0,14.93,0.0
201.925,15.0,14.93,0.0
202.027,15.0,14.93,0.0
202.128,15.0,14.93,0.0
202.229,15.0,14.93,0.0
202.33,15.0,14.93,0.0
202.431,15.0,14.93,0.0
202.532,15.0,14.93,0.0
202.633,15.0,14.92,0.0
202.734,15.0,14.92,0.0
202.835,15.0,14.92,0.0
202.937,15.0,14.92,0.0
203.038,15.0,14.92,0.0
203.139,15.0,14.92,0.0
203.24,15.0,14.92,0.0
203.341,15.0,14.92,0.0
203.442,15.0,14.92,0.0
203.543,15.0,14.92,0.0
203.644,15.0,14.92,0.0
203.745,15.0,14.92,0.0
203.846,15.0,14.92,0.0
203.947,15.0,14.92,0.0
204.048,15.0,14.91,0.0
204.149,15.0,14.91,0.0
204.25,15.0,14.91,0.0
204.351,15.0,14.91,0.0
204.452,15.0,14.91,0.0
204.553,15.0,14.91,0.0
204.654,15.0,14.91,0.0
204.755,15.0,14.91,0.0
204.856,15.0,14.91,0.0
204.957,15.0,14.91,0.0
205.058,15.0,14.91,0.0
205.159,15.0,14.91,0.0
205.26,15.0,14.91,0.0
205.361,15.0,14.91,0.0
205.462,15.0,14.9,0.0
205.563,15.0,14.91,0.0
205.664,15.0,14.91,0.0
205.765,15.0,14.91,0.0
205.867,15.0,14.91,0.0
205.968,15.0,14.91,0.0
206.069,15.0,14.91,0.0
206.17,15.0,14.91,0.0
206.271,15.0,14.9,0.0
206.372,15.0,14.9,0.0
206.473,15.0,14.9,0.0
206.574,15.0,14.9,0.0
206.675,15.0,14.9,0.0
206.776,15.0,14.9,0.0
206.877,15.0,14.9,0.0
206.978,15.0,14.9,0.0
207.079,15.0,14.9,0.0
207.18,15.0,14.9,0.0
207.281,15.0,14.9,0.0
207.382,15.0,14.9,0.2
207.483,15.0,14.9,0.21
207.584,15.0,14.9,0.23
207.685,15.0,14.9,0.24
207.787,15.0,14.9,0.26
207.888,15.0,14.89,0.27
207.989,15.0,14.89,0.28
208.091,15.0,14.89,0.29
208.192,15.0,14.89,0.3
208.293,15.0,14.89,0.33
208.394,15.0,14.89,0.33
208.495,15.0,14.89,0.34
208.596,15.0,14.89,0.36
208.697,15.0,14.89,0.37
208.798,15.0,14.89,0.39
208.899,15.0,14.89,0.4
209.0,15.0,14.89,0.42
209.101,15.0,14.89,0.43
209.202,15.0,14.89,0.45
209.303,15.0,14.89,0.46
209.404,15.0,14.89,0.48
209.505,15.0,14.89,0.49
209.606,15.0,14.89,0.51
209.707,15.0,14.89,0.52
209.808,15.0,14.88,0.56
209.909,15.0,14.88,0.57
210.01,10.0,14.88,0.57
210.111,10.0,14.88,-9.13
210.212,10.0,14.88,-9.76
210.313,10.0,14.88,-10.37
210.414,10.0,14.87,-10.99
210.515,10.0,14.87,-11.6
210.616,10.0,14.87,-12.22
210.717,10.0,14.86,-12.84
210.818,10.0,14.86,-13.45
210.919,10.0,14.85,-14.06
211.02,10.0,14.84,-14.66
211.121,10.0,14.83,-15.26
211.222,10.0,14.82,-15.85
211.323,10.0,14.81,-16.15
211.424,10.0,14.79,-16.69
211.525,10.0,14.76,-17.27
211.627,10.0,14.74,-17.82
211.728,10.0,14.71,-18.37
211.829,10.0,14.68,-18.9
211.93,10.0,14.63,-19.4
212.031,10.0,14.59,-19.89
212.132,10.0,14.53,-20.36
212.233,10.0,14.46,-20.78
212.334,10.0,14.38,-21.17
212.435,10.0,14.28,-21.52
212.536,10.0,14.17,-21.83
212.637,10.0,14.04,-22.08
212.738,10.0,13.9,-22.29
212.839,10.0,13.74,-21.92
212.94,10.0,13.56,-22.33
213.041,10.0,13.38,-22.42
213.143,10.0,13.09,-21.94
213.244,10.0,12.9,-22.34
213.345,10.0,12.71,-22.35
213.446,10.0,12.52,-22.33
213.547,10.0,12.32,-22.28
213.648,10.0,12.14,-22.23
213.749,10.0,11.96,-22.19
213.85,10.0,11.77,-22.06
213.951,10.0,11.6,-21.99
214.052,10.0,11.43,-21.88
214.153,10.0,11.26,-21.74
214.254,10.0,11.11,-21.23
214.355,10.0,10.96,-21.44
214.456,10.0,10.84,-21.35
214.557,10.0,10.72,-21.27
214.658,10.0,10.59,-21.04
214.759,10.0,10.39,-20.61
214.86,10.0,10.26,-20.55
214.961,10.0,10.1,0.0
215.062,10.0,9.95,0.0
215.163,10.0,9.82,0.58
215.264,10.0,9.7,0.79
215.365,10.0,9.6,0.99
215.467,10.0,9.52,1.17
215.568,10.0,9.45,1.34
215.669,10.0,9.4,1.41
215.77,10.0,9.35,1.61
215.871,10.0,9.31,1.75
215.972,10.0,9.28,1.89
216.073,10.0,9.25,2.03
216.174,10.0,9.23,2.17
216.275,10.0,9.2,2.31
216.376,10.0,9.19,2.43
216.477,10.0,9.18,2.53
216.578,10.0,9.17,2.65
216.679,10.0,9.17,2.75
216.78,10.0,9.16,2.92
216.881,10.0,9.13,3.08
216.982,10.0,9.11,3.23
217.083,10.0,9.09,3.36
217.184,10.0,9.09,3.38
217.285,10.0,9.09,3.56
217.387,10.0,9.07,3.71
217.488,10.0,9.05,3.84
217.589,10.0,9.05,3.95
217.69,10.0,9.06,4.04
217.791,10.0,9.07,4.15
217.892,10.0,9.08,4.25
217.993,10.0,9.09,4.35
218.094,10.0,9.1,4.38
218.196,10.0,9.12,4.44
218.297,10.0,9.13,4.54
218.398,10.0,9.14,4.63
218.499,10.0,9.15,4.72
218.6,10.0,9.16,4.85
218.701,10.0,9.17,4.89
218.802,10.0,9.18,5.02
218.903,10.0,9.17,5.13
219.004,10.0,9.17,5.24
219.105,10.0,9.19,5.29
219.206,10.0,9.2,5.36
219.307,10.0,9.22,5.42
219.408,10.0,9.24,5.48
219.509,10.0,9.26,5.53
